,sepcv001T1,sepcv002T0,sepcv003T0,sepcv004T0,sepcv005T0,sepcv006T0,sepcv007T1,sepcv008T1,sepcv009T1,sepcv010T0,sepcv011T0,sepcv012T1,sepcv013T1,sepcv015T1,sepcv016T1,sepcv017T0,sepcv018T1,sepcv019T0,sepcv020T0,sepcv021T0,sepcv022T0,sepcv023T1,sepcv024T1,sepcv026T0,sepcv027T0,sepcv028T1,sepcv029T1,sepcv030T1,sepcv031T1,sepcv032T1,sepcv033T1,sepcv034T1,sepcv036T0,sepcv037T0,sepcv039T1,sepcv040T1,sepcv041T2,sepcv042T0,sepcv043T1,sepcv044T0,sepcv045T1,sepcv047T1,sepcv048T1,sepcv049T1,sepcv050T1,sepcv051T1,sepcv052T1,sepcv053T1,sepcv054T1,sepcv055T1,sepcv056T1,sepcv057T1,sepcv058T1,sepcv059T1,sepcv060T1,sepcv061T1,sepcv062T1,sepcv063T1,sepcv065T0,sepcv066T1,sepcv067T1,sepcv068T1a,sepcv069T1,sepcv070T1,sepcv071T1,sepcv072T1,sepcv073T1,sepcv074T1,sepcv075T1,sepcv076T1,sepcv077T1,sepcv078T1,sepcv079T1,sepcv080T1,sepcv082T1,sepcv083T0,sepcv084T0,sepcv085T1,sepcv086T1,sepcv087T1,sepcv702W1,sepcv703W1
CEBPZOS,8.024916,7.604327,9.307924,8.75336,8.04334,8.233576,7.600105,7.720038,9.711846,7.193949,7.410867,9.600323,8.988265,10.278541,8.885286,7.909827,7.846482,8.782044,7.599054,8.732158,9.196898,8.969049,9.11635,7.611902,8.246024,7.999811,7.388464,7.671708,7.498893,7.747836,7.625436,8.179535,7.496007,9.472058,7.465462,8.228153,9.266088,7.493215,7.657957,7.462297,6.959306,7.649254,8.244121,7.739513,7.444264,8.080186,7.290125,8.800297,9.39893,7.911054,7.480511,7.70342,7.720699,7.613437,7.851831,8.735104,9.328895,10.141937,7.762408,7.977403,8.142492,9.17854,7.281188,6.974232,8.072479,7.862122,9.470758,7.817945,7.079464,7.417112,7.302435,7.778015,8.029162,7.813616,8.432705,8.316255,7.850313,7.969759,8.537608,8.668033,7.442452,7.650843
KIF28P,4.124351,4.217258,2.611361,2.499931,4.92156,3.097838,4.94709,4.999059,1.814731,2.458393,3.503564,4.172145,3.022455,2.377794,3.993272,2.498504,3.467064,3.383075,2.942904,2.885757,2.206721,3.836147,3.887411,4.904461,2.509079,2.813528,3.673384,3.486922,3.770615,3.669462,2.86965,3.515305,1.662965,3.454806,4.092312,3.281007,4.868076,4.742658,3.981071,4.860487,2.962404,4.608648,3.017409,4.896246,3.826985,4.833282,4.052927,3.835023,1.618495,3.020999,3.681076,4.006383,3.424539,3.628034,2.701063,2.796731,2.525838,3.590842,2.571468,3.482547,3.353898,3.027499,4.265912,4.698711,2.756927,3.802695,2.871302,4.72899,3.654973,3.513984,4.5218,1.801255,3.391728,3.461018,3.529697,3.103023,4.677468,3.227313,3.044551,3.159224,3.37845,4.284354
PIGBOS1,4.933341,5.777134,5.94386,5.985706,5.260629,5.78163,5.721222,5.288262,7.07568,4.868012,5.848026,6.129625,6.006827,6.966265,6.31782,5.484978,6.206008,5.430386,5.302906,6.420099,6.606607,6.24032,6.381212,5.573859,5.931473,5.464836,5.988501,4.855214,6.335817,5.84959,5.303109,5.75133,4.826427,5.703645,5.845889,5.763968,6.43204,5.661619,5.580916,5.449152,5.455322,5.971682,5.842578,6.668605,5.475375,5.580282,4.618485,5.860801,5.634672,6.028022,5.340414,4.29302,5.302197,5.561655,6.042115,6.114327,6.597713,6.227744,4.71569,5.927184,5.580958,6.239582,4.826388,4.041263,5.832973,4.368908,6.590703,5.45096,5.906998,5.244545,4.749603,5.281884,5.38988,5.974648,6.18925,5.881728,5.401573,6.152242,5.27487,5.993466,5.401992,5.449178
DHFR,7.338662,5.624909,6.843747,6.056015,7.14982,6.174097,6.085574,6.809665,6.091514,6.465129,6.503642,6.291169,6.145829,6.961021,5.06078,5.711598,5.47189,5.539156,6.971596,7.070786,7.018213,7.034158,6.295297,5.871229,6.744284,7.895211,5.1064,7.141481,6.814189,6.000674,5.611129,6.76742,7.235539,5.255545,6.318641,6.517788,6.623809,6.081218,5.598234,5.741602,5.454666,6.366828,6.238005,6.478576,7.826069,6.086477,7.180905,7.616777,7.293537,7.465476,6.520235,6.249812,5.817756,6.403048,7.584202,6.561369,6.347332,7.402162,6.707211,6.186746,5.908569,7.698979,6.213096,6.614374,4.599412,5.28237,6.098156,4.997039,5.823823,6.78817,6.668837,6.496549,7.027335,5.363224,6.818535,6.046528,5.657221,6.190282,7.827351,6.514623,5.990478,5.772973
MRPL33,7.324805,7.157277,7.120591,7.602747,6.655768,7.567584,7.018953,6.932933,7.756276,6.551345,6.950752,7.893436,7.14227,8.485385,7.793982,7.514302,8.053602,7.096475,7.145279,6.784968,7.444464,7.639831,7.499619,6.911772,6.196107,6.380801,6.479067,6.921743,6.644193,6.091201,6.960098,7.090988,6.876708,6.715886,7.230685,7.62655,7.182597,6.447219,7.04916,7.27179,6.143754,7.777492,7.32313,6.723845,6.533038,6.258568,7.041653,6.922454,8.002127,6.901028,6.78538,6.58649,6.847685,7.29612,7.023093,6.958865,6.868979,7.704703,6.782867,6.382557,7.404095,6.361932,5.85002,6.343043,7.086362,6.097689,7.882992,6.71858,6.979059,6.797296,5.603818,7.128305,6.500055,7.247941,6.734126,6.530862,6.68036,7.553831,7.148926,7.381054,6.264296,5.84154
TXNIP,14.367189,14.504841,14.542417,14.745107,14.381638,14.552668,15.208668,13.56956,13.473765,14.296028,14.865674,13.021424,15.225799,12.917635,14.80435,14.688054,16.469882,13.337385,14.596225,14.797824,13.836188,13.589095,15.878557,14.770627,14.627002,13.92046,15.012688,14.113106,15.340677,14.349837,13.662125,14.785577,13.999138,14.754251,14.289449,14.618017,13.778339,16.74239,14.624714,15.241256,14.1355,14.095793,13.644437,15.486409,14.810932,16.630922,12.87713,15.158827,12.85467,14.576727,14.982372,14.750553,14.312008,15.012898,15.424114,14.464964,14.173348,13.29672,13.584322,13.859844,14.089332,14.102518,13.579803,14.882711,14.689435,13.305382,14.960504,16.245034,16.640511,15.540386,13.871665,13.839514,15.769853,15.733283,14.284631,15.355196,14.372272,15.394642,14.000402,14.871161,14.590674,14.408711
GLS,10.139725,7.055086,8.859541,9.17608,9.105779,9.431363,8.627305,9.479135,7.459915,9.201134,8.365747,8.06903,9.435914,8.848784,8.935708,9.643452,8.52942,8.988276,9.579756,9.250444,8.445485,8.758985,8.389563,9.550928,9.226629,9.62814,8.412854,8.855316,8.521569,8.804257,9.461007,8.745542,8.629395,8.570828,7.211918,8.87552,8.806782,8.903817,9.582412,8.91321,8.739891,8.653568,9.643441,8.122787,9.182638,9.716333,8.476988,8.592093,9.868427,8.243965,8.80069,9.828686,8.823222,8.826087,8.171656,9.055814,8.286736,8.98029,9.69714,9.524198,8.838067,8.620983,7.762952,8.493311,8.225625,9.068194,9.983958,8.827374,9.66696,9.10085,6.998519,9.711023,8.127469,8.985111,8.983745,9.34344,9.296261,10.147118,9.533084,9.32124,8.38056,8.449356
EPHA4,4.670164,3.615913,4.437231,4.67236,4.619091,4.61775,3.826923,5.377719,4.812919,5.479711,4.853901,5.076071,4.701911,3.739675,4.189988,5.170608,6.290985,4.138217,4.646472,5.043866,5.080486,5.242308,2.870497,5.416861,4.688995,5.197291,4.785323,4.432644,5.336599,4.647856,6.644558,4.204222,3.418919,3.565133,2.981311,6.050499,3.959417,4.358986,6.026336,4.308989,4.788842,4.430261,6.162602,4.197233,5.494101,4.857411,4.702481,4.906941,3.756244,3.03901,5.438398,5.702595,5.179157,4.398184,4.017992,4.662413,5.311907,5.335444,4.706747,6.666869,3.777292,3.978044,5.352823,4.585148,3.576827,2.618978,4.399047,4.82394,5.950172,4.050663,4.563194,5.096943,5.048786,3.443157,4.723632,6.277947,5.458163,4.23898,5.037215,4.98761,4.510769,5.647405
SGK1,8.967875,8.784514,7.631439,8.424006,8.687582,7.600929,8.478999,9.121903,6.96102,7.838196,9.372418,6.99004,7.717853,6.228104,8.842508,8.84457,8.159774,6.859784,7.798154,8.181251,7.588387,5.807898,8.393129,9.65575,9.206787,8.951623,7.952647,8.935045,9.076298,9.380293,8.860904,8.313703,6.536506,8.648586,8.131698,7.863194,7.412556,9.111668,9.583026,9.010131,8.269418,7.710945,8.688026,8.30137,9.474183,8.888162,8.580371,7.496687,6.942785,9.683521,8.002073,9.322802,8.480873,7.540243,9.192322,8.402803,8.667322,6.695382,8.899946,8.661964,8.798631,7.328836,9.039743,8.764937,9.629729,4.893593,8.190485,8.089591,8.433026,7.99778,8.712969,8.290485,8.366793,9.175035,9.108574,6.995288,8.486519,7.420349,7.11729,8.96706,9.199403,8.693189
VPS13C,10.11965,7.495313,9.458915,10.403054,8.925441,9.652834,8.362817,9.854518,7.483825,9.542831,8.642942,8.828522,9.751095,7.790371,9.209513,10.062852,8.764709,9.377685,10.08662,9.483477,8.640273,9.127217,7.614916,10.16032,9.290845,10.208581,9.406678,9.308736,8.712715,8.918063,9.360128,8.908283,9.543345,9.2067,8.045201,9.963599,8.830505,8.72255,10.227847,9.15064,10.146394,8.892714,10.255118,8.648776,9.638618,9.672259,8.750781,8.694766,9.194939,9.342123,9.59269,10.200651,9.242677,8.138426,8.640902,9.50785,8.579885,8.775716,9.299607,9.924272,8.826171,9.056515,8.792201,9.336427,8.470917,9.497488,10.224743,8.542275,8.817642,9.251603,8.502964,9.387376,8.556182,9.598264,9.661428,9.520348,9.668196,11.201299,9.62388,9.931219,8.802102,8.629635
NUBPL,4.502454,3.307592,5.05318,3.458378,4.388798,4.040185,4.275195,4.686541,3.167294,4.524294,4.300065,4.119219,4.375058,3.470755,4.014895,4.236455,3.492346,4.464754,4.552551,3.972127,3.734858,4.134603,3.733565,4.952147,4.952014,4.564678,4.239022,4.135637,4.323826,4.216484,5.368816,3.648624,4.306781,4.326537,3.474432,4.052628,4.587469,4.172844,4.679458,3.795639,4.13011,4.249403,4.883031,3.751578,3.743365,4.865323,4.217831,2.393469,4.247476,4.006195,4.442092,5.327866,3.560966,3.854955,3.404573,4.716038,4.717529,3.721576,4.356745,4.942199,4.767897,3.891894,3.734754,4.314066,3.561523,6.075317,3.608553,4.46028,4.19082,4.424183,3.589119,5.007653,4.194379,4.451053,4.869487,4.661041,5.261757,3.848749,4.195739,4.322811,4.430318,4.104498
SACS,6.917092,3.962748,5.920502,6.113366,5.518991,5.912708,4.868369,6.816746,3.733082,6.606635,5.495421,5.685705,6.000468,4.593345,5.85761,7.373126,4.846032,5.819557,6.680022,5.79677,4.685908,5.882768,3.755686,7.012381,6.626636,6.529716,5.758451,5.641139,4.633641,5.834922,6.687506,5.181625,6.231069,5.339591,4.411707,6.747337,4.693617,5.255959,7.477005,6.029411,6.299914,5.528567,7.07136,4.849165,6.15922,6.130962,6.105199,3.873677,6.281023,4.674513,5.970089,7.082324,6.067697,4.845453,4.206953,5.749853,4.985052,5.784286,6.334995,6.732783,5.245705,5.058065,4.609936,6.063706,4.572189,5.069469,5.484263,5.382226,6.042887,6.100734,5.084592,6.599125,5.399365,5.503855,6.196713,6.583545,6.693478,6.728499,6.580261,6.18465,5.493975,5.313775
ALDH4A1,4.010401,4.290167,4.422869,5.115054,4.959205,3.3225,4.272389,4.3636,6.133929,4.361209,4.017263,5.47595,4.067622,5.047664,5.013521,3.691904,3.711644,5.584179,4.205831,4.727932,5.241992,6.382461,4.98482,3.910731,4.944154,5.149609,3.856703,4.814034,5.124724,4.592105,3.951001,4.081729,3.614521,5.631636,4.383281,4.833274,5.071433,5.391831,3.750106,5.089866,4.268863,3.892043,4.363467,4.114425,4.584299,4.781475,4.814204,4.951845,5.349537,4.71908,3.602699,3.686023,4.644667,5.012131,4.902555,4.827116,4.619386,5.726693,4.185055,3.847384,4.608473,5.192369,5.428299,4.077148,4.370747,3.269342,4.401041,4.906052,4.251946,4.54039,5.375958,4.412681,4.288881,4.441424,4.225688,4.808027,4.309409,3.991793,5.239154,4.13797,4.365955,4.181342
GRPEL2,6.555765,4.225696,6.560705,6.126788,6.39088,6.795625,5.870266,6.67492,5.457132,6.404218,5.552146,6.44976,6.54143,5.544345,6.433783,7.051273,5.877402,6.495947,6.183521,6.403059,6.160489,6.885566,5.303218,6.76181,6.10315,6.60186,5.890354,5.991648,5.164403,5.954866,7.396347,6.238555,5.506711,5.81361,4.896033,6.543714,5.987916,6.094761,6.591338,5.983828,5.9552,6.639925,6.953667,5.59376,6.616676,6.036705,5.687634,6.638901,7.179285,6.008143,6.569324,6.94729,6.214928,6.185525,5.906639,6.065672,6.203482,6.640499,6.07751,7.091963,6.04688,5.49603,5.542201,5.976522,5.536944,5.093165,6.520427,5.374227,5.460956,6.426456,5.188832,6.965986,5.414603,5.722302,6.389408,6.783359,6.414035,6.18527,6.804108,6.154731,6.11205,5.785479
GPER1,3.339045,5.067507,5.216009,5.875038,3.09168,3.100217,3.498279,1.911491,3.032904,2.773893,3.807509,7.022473,6.10931,5.543385,4.878095,3.636622,4.758208,5.200629,3.856521,6.784337,6.521456,5.988386,6.101342,3.550119,4.25773,4.203836,4.473585,4.703094,6.144243,5.403565,2.825137,4.025171,2.346245,7.173067,5.943568,4.638826,5.878968,5.514864,4.358581,5.476681,4.75433,4.325394,4.432223,7.067564,3.081572,6.611534,3.707819,4.315155,4.002204,4.363142,3.200792,4.079713,6.067013,4.70776,3.800201,5.753708,5.351567,4.563516,4.128159,3.791593,4.874975,6.344427,5.655414,3.531131,5.92267,2.449645,5.473221,6.754136,4.739548,5.058724,5.2235,3.532071,5.997951,6.970066,5.144725,5.97264,3.716889,5.91888,5.534458,6.379011,4.837157,3.225295
DEPP1,4.242043,2.745175,4.442478,2.399519,3.165998,5.245457,4.182542,3.14376,6.246027,4.039589,2.981053,2.778842,2.660111,2.734663,2.865222,4.222324,5.451965,3.494568,3.430732,2.430615,2.46881,3.22113,3.247871,2.746766,3.507971,2.596923,3.841124,3.184002,4.766681,5.294817,2.245144,3.261282,5.946995,3.21844,3.502032,6.880545,1.42124,5.021362,2.617949,2.653923,2.691226,2.795353,2.697147,2.760025,3.572968,3.703135,4.199144,3.683705,3.438184,3.230921,4.256716,1.869662,2.287222,3.183249,2.68467,3.176396,2.560583,1.42124,5.789085,2.625304,2.736599,3.071715,3.670619,5.372655,2.447274,3.926723,2.009385,3.665013,2.738247,4.545506,4.287696,4.461924,5.332624,2.308821,1.42124,2.780664,3.686842,2.532222,3.71571,3.172375,3.490872,4.499835
IFI27,10.778049,6.47958,5.064056,4.550896,11.129385,10.814431,7.728504,9.280447,3.939136,12.079879,5.133751,4.945668,6.638492,4.26183,5.995103,8.988344,11.660608,5.731851,11.860279,5.88845,4.01857,3.751582,7.962201,6.350115,4.792138,4.890945,12.085781,5.962557,8.426793,10.431545,4.99124,7.945192,12.964072,3.859167,10.047925,13.085716,5.252401,9.174464,4.056558,6.485571,11.816099,11.233004,4.751077,8.034031,10.32387,3.801733,13.478252,10.966686,12.105122,4.794895,11.577863,4.146369,2.903804,10.919981,7.069556,4.728115,6.358056,6.588905,11.535913,5.162196,8.818736,10.604015,8.260199,11.590151,4.375916,7.096869,3.365625,6.955781,5.476249,11.220146,14.671658,11.402003,8.296161,4.195291,4.461263,3.339646,6.876289,5.740306,7.165646,6.401231,9.70227,12.986864
GPT2,5.328215,3.132166,3.744476,3.753452,4.341955,4.633103,4.805556,3.913441,3.012188,5.31751,5.69079,4.357222,4.32561,2.782018,3.635919,3.977296,4.659112,4.408555,5.048815,4.093591,4.482458,4.659696,2.979016,3.778379,4.862452,5.359673,5.172322,4.814249,4.429471,3.87389,3.898646,3.893277,4.452483,6.907364,4.890519,4.661963,2.845904,3.879406,4.637094,4.115813,4.673075,5.113971,3.378566,3.308763,4.64036,4.293231,5.755261,4.398968,5.618,3.6286,5.164251,4.138548,3.949551,5.229176,3.860101,4.264472,4.389403,3.823319,5.061416,4.274318,4.542256,3.885079,4.751985,5.390668,4.74271,9.507886,3.471295,4.480799,4.336677,5.129698,4.877763,5.112786,4.430704,3.967017,3.90708,3.567334,3.987344,4.725177,4.897473,4.477532,4.624626,4.947744
BCL2,8.497718,6.08984,6.272589,7.236117,8.021966,7.950102,7.823846,9.039929,6.046045,8.995415,8.021447,7.489792,7.014764,6.531921,7.401735,8.826199,7.597468,7.251381,8.495608,6.925644,6.838097,6.939255,5.376998,8.570109,7.827709,8.313598,8.382301,7.784783,7.200698,8.286874,9.35377,6.859084,7.955012,8.598462,6.260348,8.256989,6.836036,7.658154,9.066527,7.684666,7.929081,7.986398,9.067314,6.853288,8.288653,7.937421,8.278839,6.724253,7.013463,7.53551,8.567538,8.75877,7.846938,7.52088,6.060424,8.010729,7.33983,6.920709,8.271086,9.454567,7.81872,6.623756,7.749835,8.30863,6.967252,10.561416,7.646431,7.385715,7.638705,7.519828,8.145615,8.094956,7.887477,6.20959,8.667415,8.916107,8.606202,8.015188,7.578898,7.753437,7.750604,8.253829
TOMM5,3.254201,2.120508,3.830915,2.917179,2.08506,3.344508,2.575745,3.506429,3.09519,3.558501,2.243557,2.44476,3.419633,2.012424,4.041489,3.762828,2.021454,3.163767,3.403189,3.130836,2.446704,3.442077,2.652744,3.88944,4.521331,3.52318,2.767817,3.169285,3.407164,3.547561,3.997909,3.339714,3.393575,3.438553,2.203828,2.975032,2.188362,2.573695,4.06448,3.193579,3.208058,3.102225,3.826676,3.433834,2.808679,3.176051,3.114432,3.156409,3.27196,3.267093,3.63712,3.885275,3.888361,2.042414,1.906163,3.270128,3.102865,3.638627,2.131954,3.804408,3.502282,2.691722,3.488679,2.810368,3.162161,3.972375,3.116273,1.147261,2.837038,3.237377,2.116519,3.919055,2.97476,3.029361,2.547747,4.188302,3.515525,2.727867,3.561195,2.793328,3.195904,3.496005
MTX3,7.162203,4.097304,6.033384,6.260681,6.289438,6.090223,5.032859,6.909367,3.915187,6.690248,5.762483,5.725349,6.575164,4.525436,5.926598,7.103059,5.376948,6.191618,6.907186,6.410305,5.024625,6.475732,3.928508,7.04847,6.745548,6.704039,6.230803,6.143191,5.008855,5.722419,6.939202,5.462025,6.390868,4.984294,4.477801,6.302243,5.392396,5.370594,6.789066,6.059125,6.262128,5.99766,7.379942,4.924853,6.318612,5.729197,6.465745,4.694676,6.376134,5.38044,6.824045,7.748188,6.296128,5.974478,4.845697,5.885861,5.693518,6.104322,6.741314,7.335678,5.725403,5.008462,5.277737,6.427142,5.321656,6.987391,5.224537,5.756109,6.535037,6.550009,5.579177,6.70005,6.09224,5.966784,5.977871,7.702043,6.683844,6.770721,6.719713,6.104308,5.499117,6.114009
FAM210A,6.09519,4.247056,6.213418,5.282116,4.838688,5.488165,5.303178,5.814227,4.330022,5.635638,5.498268,5.529539,5.26843,4.924304,5.910593,5.131059,4.236325,4.893058,5.778639,5.045125,5.152907,6.264803,4.720717,5.689086,6.078701,5.669266,4.643811,5.384894,4.430533,4.846161,5.866374,5.134117,5.449504,5.21902,4.259816,5.357538,4.864158,3.922676,5.631206,5.093229,5.697028,5.494582,5.892722,4.431234,5.01641,5.543737,5.57766,4.487251,5.348346,5.10708,5.666502,6.114702,5.865599,4.984,4.694937,5.245392,5.365249,5.560688,5.639582,5.558196,5.567809,4.919245,5.16891,5.427906,4.527343,5.551086,4.945252,5.346165,4.7564,5.519415,4.652898,5.958193,4.934956,5.006412,5.142451,5.643175,5.550745,5.191263,6.125315,5.588298,5.399429,5.582532
ACADSB,6.411928,4.840254,6.057731,6.159932,5.641781,5.82098,4.88852,6.416756,4.144224,6.084129,5.128479,5.149696,5.687685,4.757144,6.159832,6.871799,5.838891,6.028088,5.782884,6.074468,5.901908,6.419172,4.995411,7.031324,6.691841,6.312285,5.917148,6.0583,5.708865,5.987544,6.602606,6.175292,6.347969,5.736403,4.87399,5.919756,5.346257,5.427139,6.83992,6.161301,6.054659,5.568535,6.949112,6.01616,5.628341,6.176402,5.918577,5.271549,5.209067,5.798857,6.499369,7.045645,6.115258,4.712157,5.392044,6.462267,5.685936,6.07719,5.280514,7.070347,5.301357,5.880955,5.056143,5.903226,5.044679,6.225727,5.982752,5.540115,8.086401,5.665231,5.645217,6.358444,5.947106,5.770366,6.513588,6.578576,6.559845,5.935716,5.884898,6.466141,5.601247,5.694891
VPS13A,7.993271,5.357354,6.711499,7.939464,7.582852,7.469496,6.437056,8.086542,6.428292,7.587418,6.408854,6.724496,7.557752,6.550499,6.510747,8.325548,7.303308,7.643472,7.579076,7.731688,6.662431,7.538424,6.082279,7.921904,8.202031,8.142092,7.013895,7.076193,6.621345,7.244851,7.736285,7.150388,7.433678,6.182163,5.545001,8.376097,7.034816,7.543273,7.915,7.018572,7.209629,6.601751,8.122889,6.841191,7.784428,6.850723,7.062942,6.660091,8.471954,6.621976,7.305227,8.569415,6.652277,6.655073,6.15299,7.731517,5.779994,6.531157,7.924077,8.216944,6.737718,7.051954,6.372142,7.300135,6.543354,7.247009,6.531587,6.387634,7.167575,7.153192,6.485945,7.568914,7.012085,6.407898,7.123153,7.713098,7.800786,7.685338,8.378618,7.370486,6.478252,6.753059
